course_name,description,duration_weeks
Python Introduction for Data Science,"Курсът ""Python Introduction for Data Science"" ще даде на курсистите начални умения по програмиране с един от най-бързите и иновативни езици за програмиране. Езикът Python е лесен за изучаване и в този курс участниците ще се научат лесно да пишат програмен код на начално ниво. Ще работят със среда за разработка (IDE), ще се научат да четат входни данни и да отпечатват определени резултати на конзолата. Ще се научат да използват променливи и различни типове данни, да работят с оператори и изрази. Ще се обърне внимание на използване и прилагане на условни конструкции и цикли. Също така ще се изучат по-сложни похвати и структури от програмирането като: листове и речници.",4
Python OOP,"В рамките на обучението ""Python OOP"" ще се разглежда създаването и използването на класове и обекти, изграждането на йерархии от класове и прилагането на основните принципи на ООП - наследяване, полиморфизъм, енкапсулация и абстракция. В по-голяма дълбочина ще се изучава работата с абстрактни класове, както и итератори, генератори и декоратори, също така и прилагането на SOLID принципите за по-качествен и структуриран софтуерен дизайн. Курсистите ще се запознаят и с най-често използваните шаблони за дизайн (creational, structural, behavioral). Ще се обърне внимание и на практиките за добро тестване чрез unit тестове, както и на основите на Test-Driven Development (TDD). Курсът комбинира теория и практика - всяка тема е подкрепена с примери и упражнения. Около 30% от задачите ще се решават с помощта на AI инструменти, за да се развият умения за ефективна работа със съвременни технологии и за да се демонстрира как автоматизацията може да ускори процеса на създаване на качествен код.",7
Python ORM,"Курсът обхваща основите на mapping между релационна база и обектно-ориентиран модел (ORM) с фокус върху Django framework. Започва с въведение в ORM и неговите ключови концепции, преди да се премине към работа с модели в Django, включително дефиниране на модели, полета и методи. След това курсът се задълбочава в теми за напреднали като миграции и администраторски интерфейс на Django, операции със заявки, релации между модели и наследяване. Курсистите ще научат и по-сложни техники за работа с модели и работа с ORM заявки в Django. Курсът също така обхваща друг популярен Python ORM framework - SQLAlchemy, който предлага алтернативен подход. По време на обучението ще бъдат предоставени упражнения, които да им помогнат да затвърдят знанията си на всяка стъпка. До края на този курс участниците ще придобият базови умения за изграждане на стабилни, мащабни и ефективни уеб приложения, управлявани от бази данни, като използвате Python ORM frameworks. Също така ще бъде използван AI за решаване на рутинни задачи, които не изискват активно запаметяване, с цел да се освободят ресурси за по-задълбочено разбиране и прилагане на новите концепции.",6
QA Automation,"За кого е подходяща програмата? Програмата е подходяща за всички, които имат основополагащи знания за процеса на софтуерно тестване, усвоили са фундаменталните концепции от света на софтуерните технологии, разбират жизнения цикъл на разработка на софтуер, както и концепцията CI/CD. Нужното ниво на английски език, необходимо за модула, трябва да отговоря на B2.Докога мога да се запиша и кога стартира програмата? Записването в програмата е отворено до 3 януари. Обучението стартира на 5 януари 2026 г. Как мога да се запиша? За да се запишете, кликнете ТУК и следвайте стъпките. Записването се осъществява само след успешно извършено плащане. Кога и къде се провеждат занятията? Определени сесии от модула се предоставят под формата на предварително записани видео уроци, които се качват в платформата по график, заедно с други учебни ресурси. Друга част от занятията се провеждат онлайн в реално време, като курсистите имат възможност да задават въпроси на преподавателя. Веднага след всяко занятие проведено в реално време, получавате достъп до записа и учебните ресурси. Модулът включва следните курсове:&bull; Programming Fundamentals and Unit Testing - януари 2026&nbsp;- стартира на&nbsp;5 януари, със занятия в понеделник, вторник, сряда и четвъртък;&bull;&nbsp;Programming Advanced for QA - март 2026&nbsp;- стартира на 2 март, със занятия в понеделник, вторник, сряда и четвъртък;&bull; Front-End Technologies Basics - март 2026 - стартира на 11 май, със занятия в понеделник, вторник и четвъртък;&bull; Front-End Test Automation - юни 2026 - стартира на 23 юни, със занятия във вторник и четвъртък;&bull; Back-End Technologies Basics - септември 2026 - стартира на 8 септември, със занятия в понеделник, вторник и четвъртък;&bull; Back-End Test Automation - ноември 2026 - стартира на 3 ноември, със занятия във вторник и четвъртък;Колко струва обучението в програмата? Онлайн1700 лв. 2 х 900 лв./ &euro;276.10* Онлайн обучение с видео уроци, достъпни по всяко времеДоживотен достъп до видео записите и учебните ресурси Помощ от ментор за усвояване на учебния материал Практически упражнения и проекти от реална бизнес средаЯвяване на изпити (редовни), сертификати и удостоверениеДостъп до 6 затворени Community групи с курсисти ВАЖНО: Имате възможност да заплатите цялата такса от 1700 лева / &euro;869.20 или да го направите на 2 равни вноски по 900 лева / &euro;460.16&nbsp;(общо 1800 лева / &euro;920.33). Срокът за плащане на II-рата вноска от таксата е 6 февруари 2026&nbsp;г. SoftUni ви дава 100% гаранция за качеството на тази Upskill програма. За нас е важно да придобиете необходимите умения и знания. Ако по някаква причина Upskill програмата не отговори на очакванията ви, ние ви гарантираме възстановяване на цялата сума, която сте заплатили. Таксата може да ви бъде възстановена до третото занятие на първия курс от Upskill програмата (до 8 януари). Ще получа ли сертификат?Ще получите сертификат от СофтУни за всеки курс от модула, ако имате оценка ""Практика"" равна или по-висока от 5.00 след полагане на изпитите. Също така ще имате възможност да получите държавно признато ""Удостоверение за професионално обучение за достигане на отделна единица резултат от учене"" за целия модул, валидно на територията на Европейски съюз. Изискванията за получаване на удостоверение можете да разгледате ТУК. Освен това можете да получите и сертификат за завършена Upskill програма при наличие на всички сертификати за курсовете в съответната програма.",
QA Automation Back-End,"В този курс ще придобиете най-важните умения за планиране, разработване и поддържане на автоматизирани тест скриптове с фокус Back-End. Ще бъдат разгледани всички видове автоматизирани тестове, а именно Unit, Integration и System/End-to-end тестове. В допълнение ще се засегне и темата за тестване на производителност. Ще бъдат разгледани практики за доставяне на софтуер посредством системи за интегриране на софтуер и изпълнение на тестове при всяка промяна по приложението. В края на курса всеки един от вас ще има нужните умения да изгради и интегрира индивидуални решения за автоматизация на Back-End Web базирани приложения, като за целта се използва програмният език C#.",6
QA Automation Front-End,"В този курс ще придобиете най-важните умения за планиране, разработване и поддържане на автоматизирани тест скриптове с фокус Front-End. Ще бъдат разгледани всички видове автоматизирани тестове на интерфейс. Ще се използват инструментите Selenium и Appium. В допълнение ще се засегне и темата за тестване на сигурността на приложенията. Ще бъдат разгледани практики за доставяне на софтуер, посредством системи за интегриране на софтуер и изпълнение на тестове при всяка промяна по приложението. В края на курса всеки един от вас ще има нужните умения да изгради и интегрира индивидуални решения за автоматизация на Front-End Web базирани приложения, като за целта се използва програмният език C#.",6
QA Basics,"Курсът ""QA Basics"" дава начални умения по софтуерно тестване, необходими за технологичното направление QA в Софтуерния университет. Това включва основни концепции в света на софтуерното тестване като: тест принципи, откриване, анализиране и документиране на бъгове, тестови сценарии и тестови кейсове, тестови нива и тестови типове. Работа със специализиран софтуер за анализ и документиране на бъгове.",3
QA Fundamentals,"Курсът QA Fundamentals ще ви запознае с основните концепции на осигуряването на качеството на софтуера (software quality assurance / QA). Ще научите как да търсите дефекти чрез въвеждане на подходящи входни данни и как да тествате потребителското изживяване. Ще упражните различни подходи за тестване и ще се научите да преценявате в кои случаи е подходящо да използвате всеки един от тях. Също така ще разгледате тестването на характеристики на софтуера свързани с неговото представяне - натоварване, сигурност, съвместимост и други. Освен ръчното тестване и описване на дефектите, накрая ще се засегне и тест автоматизацията. Ще се запознаете с един от най-използваните в QA бранша инструменти за автоматизирано тестване – Selenium",7
QA Fundamentals and Manual Testing,"Курсът ще запознае участниците с основните концепции на осигуряването на качеството на софтуера (software quality assurance/QA). Ще научат как да търсят дефекти чрез въвеждане на подходящи входни данни и как да тестват потребителското изживяване. Обучаващите се ще упражнят различни подходи за тестване и ще се научат да преценяват в кои случаи е подходящо да използвате всеки един от тях. Също така ще разгледат тестването на характеристики на софтуера, свързани с неговото представяне - натоварване, сигурност, съвместимост и други. Ще разгледат различни техники и инструменти за ръчно тестване на цялостен проект.",6
React Native,"Курсът ""React Native"" е насочен към създаването на мобилни приложения за Android и iOS чрез една от най-популярните JavaScript-базирани технологии. Изграден върху основите на React, React Native позволява разработка на нативни мобилни приложения с общ код за различни платформи. В курса се разглеждат основните компоненти и концепции в React Native – изграждане на потребителски интерфейси чрез Flexbox и StyleSheet, управление на състояние с Context API и Redux, навигация между екрани, интеграция с външни бекенд услуги като Firebase, както и работа с хардуерни функции на устройството като камера, локация и push известия. Обучението включва работа с инструменти за дебъгване, управление на грешки, базови и напреднали анимации, както и въвеждане в използването на TypeScript за по-надежден и мащабируем код. Всеки теоретичен модул е последван от практическо занятие, в което знанията се прилагат в реални мини проекти. В заключителния workshop курсистите ще изградят самостоятелно цялостно мобилно приложение, което обединява всички теми от обучението.",8
ReactJS,"Курсът дава знания и практически умения за изграждане на клиентски приложения (Single Page Applications), използвайки една от най-популярните работни рамки. Изучават се архитектурни шаблони за SPA приложения, компоненти и други. Изучават се изгледи и шаблони за визуализация на данни (templates), модели, свързване на данни (data binding), работа с много изгледи, рутиране (routing), извличане на данни от REST услуги. Обучението дава знания и практически умения за разработването на Single Page Applications (SPA), ползвайки технологията ReactJS - една от най-популярните и бързи библиотеки за изобразяване на клиентски интерфейс, разработвана и поддържана от Facebook и Instagram. Ще се обърне специално внимание на синтаксиса JSX, работа със заявки и Promises, разделяне на една апликация на компоненти, рутиране и валидация на форми и различни начини за стилизиране на компоненти, ползвайки техники като CSS Modules и Styled Components. Ще се разгледат и нови концепции в библиотеката, като React Hooks и Context API. Обучението ще наблегне и на писане на Unit Tests, ползвайки JEST. Също така ще бъде използван AI за решаване на рутинни задачи, които не изискват активно запаметяване, с цел да се освободят ресурси за по-задълбочено разбиране и прилагане на новите концепции.",7
Reconnaissance Fundamentals,"В курсът ""Reconnaissance Fundamentals"" ще се запознаете с похвати за събиране на информация и сканиране на мрежи и друга инфраструктура. Ще разберете как да използвате тези похвати за откриване на уязвимости. Курсът е ориентиран към офанзивната сигурност и етичното хакерство. Събирането и отсяването на информация е едно от най-ключовите умения, които един етичен хакер трябва да усвои. В курсът ще се запознаете с техники и похвати за пасивно и активно събиране на информация, използвайки отворени източници и специализирани софтуери за сканиране. В практическата част на курса ще приложите тези техники и похвати и ще откривате уязвимости в предварително подготвена за това среда.",5
Robotic Process Automation (RPA) Essentials,"По време на курса ще се запознаем с основните понятия и прийоми при изграждането на пълноценен RPA проект. Ще разгледаме теми, свързани с практическата работа и създаването на роботи, включващи основни понятия от различни дисциплини, близки до софтуерното инженерство и пряката им имплементация в платформите за RPA. В допълнение, ще обърнем внимание и на това как да оценяваме, следим и управляваме RPA проекти. По време на целия курс ще се набляга на практически примери и работа върху реални задачи, където теорията ще бъде демонстрирана в една от водещите платформи за автоматизация на световно ниво. Няма да пропуснем и теми като ""Изкуствен интелект"" и ""Машинно обучение"" . Основна цел на обучението е да ви запознае с основите на RPA като теория и практика и в резултат на това да формирате добра база от знания, която да бъде надграждана с времето.",9
Smart Business Automations,"Курсът ""Smart Business Automations"" е практическо обучение, което ще научи курсистите да автоматизират задачи и процеси с помощта на платформата n8n - без да е нужно да са програмисти. Курсът обхваща основите на изграждането на workflows - от създаване на акаунт и първи автоматизации до работа с API, webhooks и интегриране на AI модели за анализ на текст, съдържание и визуални материали. Участниците ще изграждат реални автоматизации като попълване на таблици през форми, известия по имейл и чат, мониторинг на сайтове и генериране на AI-базирано съдържание. В края на курса всеки курсист ще е създал свой мини проект - цялостен workflow, който решава конкретен бизнес или личен казус. След завършването на курса курсистите ще могат да използват n8n за автоматизация на повтарящи се задачи, свързване на различни онлайн услуги, работа с AI и изграждане на стабилни процеси за маркетинг, продажби, обслужване на клиенти, съдържание и вътрешни операции.",8
Software Engineering and DevOps,"Основната цел на курса ""Software Engineering and DevOps"" е да въведе ключовите термини и методологии за цялостно разбиране на софтуерното инженерство и DevOps. По време на курса ще се разгледат методи и инструменти за работа в екипна среда, създаване, комбиниране и използване на програмен код от повече от един човек едновременно. Ще се представят инструменти за създаване и управление на инфраструктура чрез програмен код и упрваление на цялостна система за автоматизирано провизиране на код и представянето му в готов вид на потребителите. Също така ще бъде използван AI за решаване на рутинни задачи, които не изискват активно запаметяване, с цел да се освободят ресурси за по-задълбочено разбиране и прилагане на новите концепции.",7
Software Technologies,"Курсът ще разгледа на основно ниво и в голям спектър от разновидности различни аспекти в софтуерната индустрия. Курсистите ще се запознаят със софтуерните и хардуерните компоненти на една компютърна система. Ще разберат разликите и ще работят с различни операционни системи като Windows и Linux, мрежи и протоколи като HTTP, SMTP и IMAP. Обучаващите се ще преминат през различните езици за програмиране и софтуерни архитектури. Ще опознаят на базово ниво бази данни от релационен и нерелационен тип. Ще работят с различни инструменти за управление на проекти.",8
Software Technologies with AI,"""Software Technologies with AI"" е практически курс, който учи как да се изграждат модерни уеб приложения с помощта на AI инструменти като Cursor и GitHub Copilot. Участниците работят със съвременни технологии и платформи, включително Supabase, Git & GitHub, както и услуги за публикуване като Netlify, Vercel и Cloudflare. Курсът обхваща създаване на UI чрез AI промптове, превръщане на изображения в HTML/CSS и работа с Vite, Tailwind, Shadcn и други UI библиотеки. В модулите за бази данни се разглеждат SQL, PostgreSQL, Supabase таблици, автентикация, RLS и работа с API. След това участниците създават JavaScript приложения, които се свързват към Supabase и поддържат CRUD операции и вход с потребители.",8
Spring Advanced,"Курсът ""Spring Advanced"" надгражда знанията, необходими за разработване на съвременни Web приложения. Включват се и по-сложни теми от Java Web разработката със Spring Framework, като работа с потребители, роли, сесии, работа с Web API и Rest архитектура, изграждане на микросървисна архитектура. Освен това, в курса се разглежда тестване на функционалности, обработка на изключения и работа с облачни технологии. Курсът приключва със защита на собствен проект, който е базиран на Spring Framework. Курсът набляга на много практически упражнения, чрез които ще въвлича записаните курсисти в реални проекти за изработка на уеб страници, създаване на цялостни модерни уеб сайтове с добра визия, съвременна структура и мобилна поддръжка. Също така ще бъде използван AI за решаване на рутинни задачи, които не изискват активно запаметяване, с цел да се освободят ресурси за по-задълбочено разбиране и прилагане на новите концепции.",8
Spring Data,"В курса курсистите ще разгледат в детайли работата с една съвременна ORM технология: Hibernate, която е на практика стандарт за ORM в Java приложенията. Hibernate позволява mapping между релационна база и обектно-ориентиран модел (Java класове) чрез подходите ""database first"" и ""code first"" и предоставя мощно обектно-ориентирано API за заявки към базата данни и извършване на CRUD операции от Java. Spring Data от своя страна надгражда още повече стандартния API и предоставя както допълнително ниво на абстракция, така и лесен начин за обработка на данните от базата. В курса ще се демонстрира утвърдени практики при изграждане на database layer на сложни системи в Java приложения чрез вградени имплементации на шаблона Repository и използването на слой на услугите (Service Layer), както и импорт и експорт към различни формати за данни (JSON and XML).",8
Spring Fundamentals,"В курса ""Spring Fundamentals"" курсистите ще се запознаят с основни принципи на уеб разработката като HTTP протокол, сесии и начините на запазване на състоянието. Ще получите базови познания и умения за работа с работната рамка Spring, нейните компоненти и архитектура, дефинирането на модели, изгледи и частични изгледи с Thymeleaf view engine, дефиниране на контролери, различните протоколи за пренос на данни. Изучават се похвати за създаване на MVC уеб приложение с поддръжка на всички базови функционалност: визуализация на данни, таблици, CRUD операции върху данните, валидация и други. Също така ще бъде използван AI за решаване на рутинни задачи, които не изискват активно запаметяване, с цел да се освободят ресурси за по-задълбочено разбиране и прилагане на новите концепции.",7
System Administration,"За кого е подходящ модулът? Модулът е ориентиран както към бъдещи и начинаещи системни администратори, така и към хора с опит в други операционни системи, на които предстои или се налага да управляват Windows и Linux системи. Необходимото ниво на английски език за модула е B2. Как мога да се запиша? За да се запишете, кликнете ТУК или бутона ""ЗАПИШИ СЕ"" и следвайте стъпките. След успешно заплащане на таксата, Вие ще бъдете записани за обучението. Докога мога да се запиша и кога стартира модулът? Записването в модулa е отворено до 15 март. Обучението стартира на 17 март 2026&nbsp;г. Модулът включва следните курсове:&bull; Linux System Administration - март 2026&nbsp;стартира на 17 март 2026 г.;&bull; Windows System Administration - юни 2026&nbsp;стартира на 4 юни 2026 г. Как и къде ще се провеждат занятията? Определени сесии от курса се предоставят под формата на предварително записани видео уроци, които се качват в платформата по график, заедно с други учебни ресурси. Друга част от занятията се провеждат онлайн в реално време, като курсистите имат възможност да задават въпроси на преподавателя. Веднага след всяко занятие проведено в реално време, получавате достъп до записа и учебните ресурси. Подробен график на занятията по ден и час, както и формат на провеждане (на запис или онлайн в реално време), можете да откриете в раздел ""Теми"". Upskill програмата включва следните курсове: Какъв документ ще получа след завършване на модула? Ще получите сертификат от СофтУни за всеки курс от модула, ако имате оценка ""Практика"" равна или по-висока от 5.00 след полагане на изпитите. Също така ще имате възможност да получите държавно признато ""Удостоверение за професионално обучение за достигане на отделна единица резултат от учене"" за целия модул, валидно на територията на Европейски съюз. Изискванията за получаване на удостоверение можете да разгледате ТУК. Има ли допълнителни изисквания?Необходим софтуер или хардуер за участие в курса Linux System Administration:Хардуер:&bull; Процесор, поддържащ виртуализация (VT-x или AMD-V); &bull; Свободна оперативна памет поне 4 GB; &bull; Свободно дисково пространство поне 40 GB. Софтуер:&bull; 64-битова операционна система (Windows 10/11; macOS 11+; съвременна Linux x64 дистрибуция); &bull; VirtualBox 7.х или друг софтуер за виртуализация (като VMWare Workstation или Hyper-V);&bull; Дистрибутив на някоя от следните дистрибуции: - AlmaLinux 9.x;- Debian 12.x;- openSUSE Leap 15.x;&bull; VirtualBox и съответните Linux дистрибуции ще бъдат инсталирани по време на курса. Желателно е курсистите да имат базови познания по:&bull; Компютърни мрежи;&bull; Операционни системи. Необходим софтуер или хардуер за участие в курса Windows System Administration: Хардуер:&bull; Процесор, поддържащ VT-x или AMD-V; &bull; Свободна оперативна памет поне 6 GB; &bull; Свободно дисково пространство поне 80 GB. Софтуер:&bull; 64-битова операционна система (съвременна версия на Windows, macOS или Linux x64 дистрибуция); &bull; Софтуер за виртуализация.Забележки:Желателно е курсистите да имат базови познания по: &bull; Виртуализация; &bull; Компютърни мрежи; &bull; Операционни системи. Колко струва обучението в модула и какво включва? Онлайн350 лв. Онлайн обучение с видео уроци, достъпни по всяко време Доживотен достъп до видео записите и учебните ресурси Помощ от ментор за усвояване на учебния материалДостъп до 2 затворени Community групи с курсистите Явяване на изпити (редовни), сертификати и удостоверениеSoftUni ви дава 100% гаранция за качеството на този модул. За нас е важно да придобиете необходимите умения и знания. Ако по някаква причина обучението не отговори на очакванията ви, ние ви гарантираме възстановяване на цялата сума, която сте заплатили. Таксата може да ви бъде възстановена до третото занятие на първия курс (до 24 март).",13
System Administration Advanced,"За кого е подходящ модулът? Модулът е подходящ за хора с базови познания и опит в администрирането на Windows и Linux системи, които искат да разширят и задълбочат познанията си в това направление. Как мога да се запиша? За да се запишете, кликнете ТУК или бутона ""ЗАПИШИ СЕ"" и следвайте стъпките. След успешно заплащане на таксата, Вие ще бъдете записани за обучението. Докога мога да се запиша и кога стартира модулът? Записването в модулa е отворено до 1&nbsp;ноември. Обучението стартира на 3 ноември&nbsp;2025 г. Занятията се провеждат изцяло онлайн, като:&bull; Windows System Administration Advanced - ноември 2025&nbsp;стартира на 3 ноември 2025 г.; &bull; Linux System Administration Advanced - януари 2026&nbsp;стартира на 19 януари 2026 г. Как и къде ще се провеждат занятията? Можете да се обучавате&nbsp;онлайн в реално време. Веднага след всяко занятие получавате и достъп до записа на занятието и учебните ресурси.Има ли допълнителни изисквания? Необходим софтуер или хардуер за участие в курса Windows System Administration Advanced: Хардуер:&bull; Процесор, поддържащ виртуализация (VT-x или AMD-V);&bull; Свободна оперативна памет поне 8 GB;&bull; Свободно дисково пространство поне 120 GB. Софтуер:&bull; 64-битова операционна система (Windows 10/11; macOS 11+; съвременна Linux x64 дистрибуция);&bull; VirtualBox 7.х или друг софтуер за виртуализация (като VMWare Workstation или Hyper-V);&bull; Дистрибутив на някоя от следните дистрибуции:- AlmaLinux 9.x;- Debian 12.x;- openSUSE Leap 15.x;&bull; VirtualBox и съответните Linux дистрибуции ще бъдат инсталирани по време на курса. Забележки:&bull; Предпочитаната комбинация от софтуер и хардуер е Intel-базирана машина с инсталиран Windows (10 или Server 2016/2019) с активирана Hyper-V роля;&bull; Възможно е да се използва облачна платформа при желание/възможност. Необходим софтуер или хардуер за участие в курса Linux System Administration Advanced: Хардуер:&bull; Процесор, поддържащ виртуализация (VT-x или AMD-V); &bull; Свободна оперативна памет поне 8 GB; &bull; Свободно дисково пространство поне 120 GB. Софтуер:&bull; 64-битова операционна система (Windows 10; OS X 10.8+; Linux x64 дистрибуция); &bull; Решение за виртуализация, поддържащо вложена виртуализация (повече информация може да намерите тук). Забележка: Възможно е да се използва облачна платформа при желание/възможност от Ваша страна. Колко струва обучението в модула и какво включва? Онлайн450 лв. Онлайн обучение в реално време Доживотен достъп до видео записите и учебните ресурси Помощ от ментор за усвояване на учебния материалДостъп до 2 затворени Facebook групи с курсистите Явяване на изпити (редовни), сертификати и удостоверенияSoftUni ви дава 100% гаранция за качеството на този модул. За нас е важно да придобиете необходимите умения и знания. Ако по някаква причина обучението не отговори на очакванията ви, ние ви гарантираме възстановяване на цялата сума, която сте заплатили. Таксата може да ви бъде възстановена до третото занятие на първия курс (до 17 ноември).",14
System Administration and Networks,"За кого е подходяща програмата? Програмата е ориентирана както към бъдещи и начинаещи системни администратори и мрежови специалисти, така и към хора с опит в други направления, на които предстои или се налага да управляват Windows и Linux системи и компютърни мрежи. Нужното ниво на английски език за програмата е B2. Програмата е подходяща и за:Курсисти без опит, които имат интерес да се развиват в сфератаСистемни администратори и мрежови специалисти, които искат да доразвият знанията и уменията сиИТ експерти, които искат да надградят знанията си по системна администрация и компютърни мрежи Докога мога да се запиша и кога стартира програмата? Записването в програмата е отворено до 7 юни. Обучението стартира на 9 юни 2025 г. Как мога да се запиша? За да се запишете, кликнете ТУК и следвайте стъпките. Записването се осъществява само след успешно извършено плащане. Кога и къде се провеждат занятията? Можете да се обучавате онлайн в реално време (livestreaming). Веднага след всяко занятие получавате и достъп до записа на занятието и учебните ресурси. Модулът включва следните курсове:&bull; Windows System Administration - юни 2025 - стартира на 9 юни, със занятия всеки понеделник, от 18:30 до 22:00 часа;&bull; Linux System Administration - септември 2025 - стартира на 2 септември, със занятия всеки вторник, от 18:30 до 22:30 часа;&bull; Windows System Administration Advanced - ноември 2025 - стартира на 3 ноември, със занятия всеки понеделник, от 18:30 до 22:30 часа;&bull; Linux System Administration Advanced - януари 2026 - стартира на 19 януари, със занятия всеки понеделник, от 18:30 до 22:30 часа;&bull; Computer Networking Fundamentals - април 2026 - стартира на 6 април, със занятия всеки четвъртък и вторник, от 18:30 до 21:30 часа;&bull; Computer Networking Advanced - юни 2026 - стартира на 2 юни, със занятия всеки вторник и четвъртък, от 18:30 до 21:30 часа.Има ли допълнителни изисквания? Необходим софтуер или хардуер за първите 4 курса от Upskill програмата: Хардуер:&bull; Процесор, поддържащ виртуализация (VT-x или AMD-V); &bull; Свободна оперативна памет поне 8 GB; &bull; Свободно дисково пространство поне 120 GB. Софтуер:&bull; 64-битова операционна система (Windows 10; OS X 10.8+; Linux x64 дистрибуция); &bull; Решение за виртуализация, поддържащо вложена виртуализация (повече информация може да намерите тук). Забележки:&bull; Предпочитаната комбинация от софтуер и хардуер е Intel-базирана машина с инсталиран Windows (10 или Server 2016/2019) с активирана Hyper-V роля; &bull; Възможно е да се използва облачна платформа при желание/възможност от Ваша страна. Колко струва обучението в програмата? Онлайн1 080 лв.Онлайн обучение в реално време, възможност за въпроси към преподавателяДоживотен достъп до видео записите и учебните ресурси Помощ от ментор за усвояване на учебния материал Практически упражнения и проекти от реална бизнес средаЯвяване на изпити (редовни), сертификати и удостоверения Достъп до 6 завторени Community групи с курсисти ВАЖНО: Имате възможност да заплатите цялата такса от 1 080 лева / &euro;552.20&nbsp;или да го направите на 2 равни вноски по 575 лева / &euro;293.99 (общо 1 150 лева / &euro;587.99). Срокът за плащане на II-рата вноска от таксата е 9 юли 2025&nbsp;г. SoftUni ви дава 100% гаранция за качеството на тази Upskill програма. За нас е важно да придобиете необходимите умения и знания. Ако по някаква причина Upskill програмата не отговори на очакванията ви, ние ви гарантираме възстановяване на цялата сума, която сте заплатили. Таксата може да ви бъде възстановена до третото занятие на първия курс от Upskill програмата (до 23 юни). Ще получа ли сертификат?След преминаване на изпита в края на всеки курс от Upskill програмата, ще придобиете сертификат от СофтУни, ако получите оценка равна или по-висока от Мн. добър 5.00 от практическата част, а също така ще имате възможност да получите и държавно признато ""Удостоверение за професионално обучение"", валидно в целия Европейски съюз. Изискванията за получаване на удостоверение можете да разгледате ТУК. Освен това можете да получите и сертификат за завършена Upskill програма при наличие на всички сертификати за курсовете в съответната програма.",
